val,yr
698.07174293399,2015
711.065799788827,2015
698.207772442855,2015
696.245262275158,2015
700.208845746158,2015
698.918016803801,2015
701.86262227471,2015
699.511429116138,2015
701.098014634454,2015
706.50569815233,2015
696.972559699331,2015
699.745592539347,2015
696.635792150624,2015
696.913614032112,2015
699.888812619947,2015
700.378042408942,2015
698.511471865765,2015
698.865319630711,2015
700.311855550066,2015
699.491399561326,2015
699.514258632957,2015
705.540457278074,2015
707.702516659713,2015
701.375357743708,2015
705.844623346932,2015
701.470361888605,2015
703.22488605436,2015
696.795468049372,2015
698.803383396588,2015
703.975523711299,2015
696.684830990137,2015
699.939790666361,2015
699.73183549937,2015
700.644533631819,2015
701.756446386571,2015
698.206093125466,2015
697.399477991375,2015
699.06736081604,2015
696.315418007984,2015
697.204969305549,2015
704.461149380467,2015
696.738939499311,2015
699.126174000169,2015
707.443976781427,2015
696.794266749705,2015
705.631396282286,2015
698.140617903445,2015
696.824531704794,2015
697.402837475198,2015
704.164731217608,2015
700.989196802197,2015
707.566927024102,2015
707.544319622711,2015
707.239625372531,2015
699.827595860685,2015
700.16756109874,2015
697.376160349456,2015
698.398476723688,2015
696.803757994282,2015
699.615659539204,2015
708.88354939346,2015
703.071033579049,2015
699.188953598085,2015
702.833490018524,2015
698.651083290665,2015
697.308241568135,2015
705.944081588917,2015
698.683424258159,2015
695.984535575152,2015
703.383191579673,2015
714.219568839602,2015
695.577852537229,2015
696.31609404381,2015
715.201926522056,2015
700.269600878935,2015
712.295738397825,2015
697.767020066102,2015
696.2493380459,2015
704.233514888978,2015
707.435089710876,2015
703.580848286713,2015
697.872540129053,2015
699.801790116043,2015
695.751435896591,2015
698.365214578101,2015
704.222713547927,2015
701.227488413974,2015
701.836196258508,2015
697.932423882519,2015
702.544632453357,2015
699.480341979754,2015
699.128240407631,2015
704.123181543639,2015
705.448401617389,2015
696.141001557876,2015
696.731073105549,2015
699.708332487115,2015
706.152758225759,2015
696.929709234213,2015
698.105861448205,2015
