val,yr
699.811667653847,2016
706.000348307755,2016
698.514284484658,2016
697.208338792628,2016
699.657916938741,2016
698.517890627656,2016
695.818310038694,2016
698.485007797353,2016
705.296160414022,2016
700.677348421245,2016
705.582160837459,2016
696.999002205433,2016
704.483942649953,2016
698.458772037923,2016
699.007327629297,2016
697.210850895807,2016
698.164984987316,2016
694.406399347022,2016
698.206297898399,2016
700.099508361001,2016
707.477600436766,2016
705.487252645335,2016
703.721254850877,2016
705.533659061027,2016
715.265337836039,2016
705.40721596001,2016
696.716684988708,2016
698.189871893975,2016
698.654610129776,2016
695.800826482936,2016
709.71135334315,2016
699.368237719147,2016
695.317795144801,2016
703.537053140121,2016
699.326460882105,2016
700.827581461195,2016
697.399477991375,2016
703.730729087183,2016
701.964564105036,2016
712.550965677404,2016
700.282216819116,2016
697.160240632837,2016
706.772451200731,2016
703.884767170398,2016
710.897119486759,2016
698.879152467393,2016
696.110858457105,2016
699.606120133213,2016
698.453750774216,2016
699.116024414615,2016
707.93070166606,2016
695.827739015217,2016
697.418867268964,2016
698.653546327802,2016
710.424581477417,2016
696.98423147325,2016
704.719721478367,2016
706.768813605249,2016
699.062494384662,2016
700.518693592503,2016
696.855973297701,2016
699.053265288309,2016
700.024049440466,2016
698.653303365355,2016
706.561584139053,2016
696.338218074332,2016
699.049904306366,2016
715.095943055006,2016
699.0441314662,2016
709.068489381707,2016
714.837242918418,2016
703.732310416963,2016
704.696343106672,2016
704.009480084699,2016
698.599118638894,2016
695.524171249722,2016
697.245152511822,2016
697.546303780009,2016
705.711195039061,2016
702.512153810786,2016
702.83296943368,2016
697.627197141307,2016
697.528527974331,2016
697.158771123029,2016
700.263447295401,2016
706.22686976816,2016
709.994111514221,2016
695.129272806473,2016
697.685771403568,2016
699.472307110792,2016
698.613493493191,2016
700.615357717728,2016
699.454242003121,2016
700.513286609332,2016
703.457385154085,2016
704.314767661457,2016
698.098577890506,2016
703.356996518056,2016
697.559386316613,2016
697.914955389819,2016
