val,yr
704.461149380467,2015
703.267733730014,2015
701.187993855129,2015
707.239625372531,2015
705.056556341956,2015
706.697743963991,2015
704.222960526905,2015
703.219885947179,2015
698.515277123686,2015
701.566184200025,2015
696.464657846881,2015
700.504117260744,2015
697.92067616268,2015
699.559106929003,2015
700.281070629039,2015
699.492398948858,2015
707.291557617333,2015
698.275066087051,2015
698.170534586375,2015
699.938580396947,2015
696.421860017313,2015
699.451642570449,2015
700.221466899692,2015
701.467005235066,2015
699.102055332314,2015
698.479463181233,2015
704.461749621154,2015
705.891356802975,2015
695.727901259561,2015
697.305529636447,2015
698.158829581301,2015
699.336834263684,2015
703.606250244339,2015
698.47836202984,2015
704.050916343504,2015
703.807123801152,2015
702.717452786432,2015
698.175806905515,2015
709.581485686943,2015
696.210681474919,2015
698.229954363659,2015
708.007471043061,2015
698.50025365106,2015
697.685771403568,2015
697.754081122854,2015
698.11137664957,2015
706.862085372335,2015
700.521135113639,2015
699.585457160055,2015
702.535084471892,2015
704.411383619073,2015
699.192635300645,2015
698.487258331393,2015
698.682933688346,2015
703.189484733508,2015
696.468860024468,2015
697.092411683396,2015
705.972919189019,2015
699.422051177256,2015
697.218818598586,2015
695.388722433882,2015
705.894838384084,2015
696.378868829573,2015
699.487565030752,2015
697.725654434419,2015
710.229906287059,2015
698.871551717706,2015
699.380591957332,2015
698.867750611644,2015
698.248458555182,2015
699.94615848026,2015
705.551215754065,2015
698.679200284871,2015
695.761540661135,2015
695.963841974425,2015
698.822103444875,2015
699.271892758834,2015
696.625218914967,2015
704.40671635269,2015
699.589580499751,2015
703.103836192661,2015
703.892536487287,2015
705.521595573166,2015
705.744341178221,2015
697.231315394228,2015
703.277829010377,2015
695.721463221013,2015
696.126698303583,2015
705.985154352585,2015
699.381908640262,2015
695.906763679979,2015
698.914815756276,2015
705.547578667658,2015
703.337239510823,2015
704.418593903019,2015
697.664711253899,2015
697.31463123028,2015
699.10247930203,2015
697.624048111618,2015
704.343628209886,2015
